id,c_claveprodserv,descripcion
catalogos.claveprodserv493,10202017,Rosal vivo long arifa
catalogos.claveprodserv494,10202018,Rosal vivo murano
catalogos.claveprodserv495,10202019,Rosal vivo n-joy rose
catalogos.claveprodserv496,10202020,Rosal vivo panama
catalogos.claveprodserv497,10202021,Rosal vivo peppermint
catalogos.claveprodserv498,10202022,Rosal vivo pijama party
catalogos.claveprodserv499,10202023,Rosal vivo portofino
catalogos.claveprodserv500,10202024,Rosal vivo priceless
catalogos.claveprodserv501,10202025,Rosal vivo queen amazon
catalogos.claveprodserv502,10202026,Rosal vivo ranuncula
catalogos.claveprodserv503,10202027,Rosal vivo rossini
catalogos.claveprodserv504,10202028,Rosal vivo sabina o sabrina
catalogos.claveprodserv505,10202029,Rosal vivo scandal
catalogos.claveprodserv506,10202030,Rosal vivo silvery pink
catalogos.claveprodserv507,10202031,Rosal vivo something else
catalogos.claveprodserv508,10202032,Rosal vivo soutine
catalogos.claveprodserv509,10202033,Rosal vivo sovereign
catalogos.claveprodserv510,10202034,Rosal vivo super disco
catalogos.claveprodserv511,10202035,Rosal vivo ts 1968
catalogos.claveprodserv512,10202036,Rosal vivo variance
catalogos.claveprodserv513,10202037,Rosal vivo verdi
catalogos.claveprodserv514,10202100,Rosales vivos anaranjados
catalogos.claveprodserv515,10202101,Rosal vivo alhambra
catalogos.claveprodserv516,10202102,Rosal vivo aloha
catalogos.claveprodserv517,10202103,Rosal vivo amber
catalogos.claveprodserv518,10202104,Rosal vivo apache
catalogos.claveprodserv519,10202105,Rosal vivo arabia
catalogos.claveprodserv520,10202106,Rosal vivo bengala
catalogos.claveprodserv521,10202107,Rosal vivo bibi
catalogos.claveprodserv522,10202108,Rosal vivo caramba
catalogos.claveprodserv523,10202109,Rosal vivo caramella
catalogos.claveprodserv524,10202110,Rosal vivo carla
catalogos.claveprodserv525,10202111,Rosal vivo cartagena
catalogos.claveprodserv526,10202112,Rosal vivo chanson
catalogos.claveprodserv527,10202113,Rosal vivo charmer
catalogos.claveprodserv528,10202114,Rosal vivo cherry brandy
catalogos.claveprodserv529,10202115,Rosal vivo chilis
catalogos.claveprodserv530,10202116,Rosal vivo cinnamon
catalogos.claveprodserv531,10202117,Rosal vivo colandro
catalogos.claveprodserv532,10202118,Rosal vivo coral sea
catalogos.claveprodserv533,10202119,Rosal vivo corvette o red corvette
catalogos.claveprodserv534,10202120,Rosal vivo dark milva
catalogos.claveprodserv535,10202121,Rosal vivo donna
catalogos.claveprodserv536,10202122,Rosal vivo dreamer
catalogos.claveprodserv537,10202123,Rosal vivo el dorado
catalogos.claveprodserv538,10202124,Rosal vivo el toro
catalogos.claveprodserv539,10202125,Rosal vivo elena
catalogos.claveprodserv540,10202126,Rosal vivo ensueño
catalogos.claveprodserv541,10202127,Rosal vivo euforia
catalogos.claveprodserv542,10202128,Rosal vivo exótica
catalogos.claveprodserv543,10202129,Rosal vivo fancy amazon
catalogos.claveprodserv544,10202130,Rosal vivo fiction
catalogos.claveprodserv545,10202131,Rosal vivo finess
catalogos.claveprodserv546,10202132,Rosal vivo flameco
catalogos.claveprodserv547,10202133,Rosal vivo free spirit
catalogos.claveprodserv548,10202134,Rosal vivo gelato
catalogos.claveprodserv549,10202135,Rosal vivo gypsy curiosa
catalogos.claveprodserv550,10202136,Rosal vivo high and magic
catalogos.claveprodserv551,10202137,Rosal vivo high and orange magic
catalogos.claveprodserv552,10202138,Rosal vivo iguana o alegra
catalogos.claveprodserv553,10202139,Rosal vivo impulse
catalogos.claveprodserv554,10202140,Rosal vivo indian femma
catalogos.claveprodserv555,10202141,Rosal vivo indian sunset
catalogos.claveprodserv556,10202142,Rosal vivo karusso
catalogos.claveprodserv557,10202143,Rosal vivo kerio
catalogos.claveprodserv558,10202144,Rosal vivo kiki
catalogos.claveprodserv559,10202145,Rosal vivo latin circus
catalogos.claveprodserv560,10202146,Rosal vivo leonisa
catalogos.claveprodserv561,10202147,Rosal vivo lipstick
catalogos.claveprodserv562,10202148,Rosal vivo lobita
catalogos.claveprodserv563,10202149,Rosal vivo luca
catalogos.claveprodserv564,10202150,Rosal vivo manitou
catalogos.claveprodserv565,10202151,Rosal vivo mariana
catalogos.claveprodserv566,10202152,Rosal vivo marjan o pk sensation
catalogos.claveprodserv567,10202153,Rosal vivo milonga
catalogos.claveprodserv568,10202154,Rosal vivo milva
catalogos.claveprodserv569,10202155,Rosal vivo miracle
catalogos.claveprodserv570,10202156,Rosal vivo mirage
catalogos.claveprodserv571,10202157,Rosal vivo monte carlo
catalogos.claveprodserv572,10202158,Rosal vivo movie star
catalogos.claveprodserv573,10202159,Rosal vivo nikita
catalogos.claveprodserv574,10202160,Rosal vivo orange flame
catalogos.claveprodserv575,10202161,Rosal vivo orange france
catalogos.claveprodserv576,10202162,Rosal vivo orange intuition
catalogos.claveprodserv577,10202163,Rosal vivo orange unique
catalogos.claveprodserv578,10202164,Rosal vivo orangine u orangina
catalogos.claveprodserv579,10202165,Rosal vivo papaya
catalogos.claveprodserv580,10202166,Rosal vivo pareo
catalogos.claveprodserv581,10202167,Rosal vivo peach sherbet
catalogos.claveprodserv582,10202168,Rosal vivo queensday
catalogos.claveprodserv583,10202169,Rosal vivo rosselle
catalogos.claveprodserv584,10202170,Rosal vivo royal circus
catalogos.claveprodserv585,10202171,Rosal vivo sari
catalogos.claveprodserv586,10202172,Rosal vivo sensual
catalogos.claveprodserv587,10202173,Rosal vivo soap
catalogos.claveprodserv588,10202174,Rosal vivo sombrero
catalogos.claveprodserv589,10202175,Rosal vivo spicy
catalogos.claveprodserv590,10202176,Rosal vivo star 2000
catalogos.claveprodserv591,10202177,Rosal vivo summer versilia
catalogos.claveprodserv592,10202178,Rosal vivo trixx
catalogos.claveprodserv593,10202179,Rosal vivo tropical amazon
catalogos.claveprodserv594,10202180,Rosal vivo utopia
catalogos.claveprodserv595,10202181,Rosal vivo valentine
catalogos.claveprodserv596,10202182,Rosal vivo verano
catalogos.claveprodserv597,10202183,Rosal vivo versilia
catalogos.claveprodserv598,10202184,Rosal vivo voodoo
catalogos.claveprodserv599,10202185,Rosal vivo wow
catalogos.claveprodserv600,10202186,Rosal vivo yabadabadoo
catalogos.claveprodserv601,10202200,Rosales vivos durazno
catalogos.claveprodserv602,10202201,Rosal vivo alejandra
catalogos.claveprodserv603,10202202,Rosal vivo azafran
catalogos.claveprodserv604,10202203,Rosal vivo big fun
catalogos.claveprodserv605,10202204,Rosal vivo cabaret
catalogos.claveprodserv606,10202205,Rosal vivo capuccino
catalogos.claveprodserv607,10202206,Rosal vivo carpe diem
catalogos.claveprodserv608,10202207,Rosal vivo cosima
catalogos.claveprodserv609,10202208,Rosal vivo cumbia
catalogos.claveprodserv610,10202209,Rosal vivo dream
catalogos.claveprodserv611,10202210,Rosal vivo epoca
catalogos.claveprodserv612,10202211,Rosal vivo fado
catalogos.claveprodserv613,10202212,Rosal vivo femma
catalogos.claveprodserv614,10202213,Rosal vivo guajira
catalogos.claveprodserv615,10202214,Rosal vivo high and arena
catalogos.claveprodserv616,10202215,Rosal vivo high and dandy
catalogos.claveprodserv617,10202216,Rosal vivo high and lucky
catalogos.claveprodserv618,10202217,Rosal vivo high and peach
catalogos.claveprodserv619,10202218,Rosal vivo imagination
catalogos.claveprodserv620,10202219,Rosal vivo isis
catalogos.claveprodserv621,10202220,Rosal vivo joy o light versilia
catalogos.claveprodserv622,10202221,Rosal vivo juliet ausjameson
catalogos.claveprodserv623,10202222,Rosal vivo la parisienne
catalogos.claveprodserv624,10202223,Rosal vivo la perla
catalogos.claveprodserv625,10202224,Rosal vivo lovita sunblaze
catalogos.claveprodserv626,10202225,Rosal vivo malilena o marilena
catalogos.claveprodserv627,10202226,Rosal vivo monyna
catalogos.claveprodserv628,10202227,Rosal vivo nectarine
catalogos.claveprodserv629,10202228,Rosal vivo oriental curiosa
catalogos.claveprodserv630,10202229,Rosal vivo osiana
catalogos.claveprodserv631,10202230,Rosal vivo peach avalanche
catalogos.claveprodserv632,10202231,Rosal vivo peach deja vu
catalogos.claveprodserv633,10202232,Rosal vivo picanto
catalogos.claveprodserv634,10202233,Rosal vivo prima donna
catalogos.claveprodserv635,10202234,Rosal vivo sheril
catalogos.claveprodserv636,10202235,Rosal vivo sirocco
catalogos.claveprodserv637,10202236,Rosal vivo tamara
catalogos.claveprodserv638,10202237,Rosal vivo taxo
catalogos.claveprodserv639,10202238,Rosal vivo trust
catalogos.claveprodserv640,10202239,Rosal vivo valencia
catalogos.claveprodserv641,10202240,Rosal vivo vinci
catalogos.claveprodserv642,10202241,Rosal vivo wanda
catalogos.claveprodserv643,10202300,Rosales vivos rosados
catalogos.claveprodserv644,10202301,Rosal vivo aerobic
catalogos.claveprodserv645,10202302,Rosal vivo after party
catalogos.claveprodserv646,10202303,Rosal vivo amsterdam
catalogos.claveprodserv647,10202304,Rosal vivo aqua rose
catalogos.claveprodserv648,10202305,Rosal vivo attache
catalogos.claveprodserv649,10202306,Rosal vivo attitude
catalogos.claveprodserv650,10202307,Rosal vivo ballet
catalogos.claveprodserv651,10202308,Rosal vivo belami
catalogos.claveprodserv652,10202309,Rosal vivo bella voo o belle vue
catalogos.claveprodserv653,10202310,Rosal vivo bling bling
catalogos.claveprodserv654,10202311,Rosal vivo blushing akito
catalogos.claveprodserv655,10202312,Rosal vivo brooke
catalogos.claveprodserv656,10202313,Rosal vivo bugatti
catalogos.claveprodserv657,10202314,Rosal vivo cadillac
catalogos.claveprodserv658,10202315,Rosal vivo carnaval
catalogos.claveprodserv659,10202316,Rosal vivo cereza
catalogos.claveprodserv660,10202317,Rosal vivo charming unique
catalogos.claveprodserv661,10202318,Rosal vivo cherry o
catalogos.claveprodserv662,10202319,Rosal vivo ciciolina
catalogos.claveprodserv663,10202320,Rosal vivo classic cezanne
catalogos.claveprodserv664,10202321,Rosal vivo clasic duett
catalogos.claveprodserv665,10202322,Rosal vivo cosmiq
catalogos.claveprodserv666,10202323,Rosal vivo dark engagement
catalogos.claveprodserv667,10202324,Rosal vivo daytona
catalogos.claveprodserv668,10202325,Rosal vivo dekora
catalogos.claveprodserv669,10202326,Rosal vivo dolores
catalogos.claveprodserv670,10202327,Rosal vivo eliza
catalogos.claveprodserv671,10202328,Rosal vivo flash baccara
catalogos.claveprodserv672,10202329,Rosal vivo full house
catalogos.claveprodserv673,10202330,Rosal vivo funky
catalogos.claveprodserv674,10202331,Rosal vivo giliane
catalogos.claveprodserv675,10202332,Rosal vivo gran europe
catalogos.claveprodserv676,10202333,Rosal vivo habari
catalogos.claveprodserv677,10202334,Rosal vivo hanseat
catalogos.claveprodserv678,10202335,Rosal vivo high and amazing
catalogos.claveprodserv679,10202336,Rosal vivo high and bonita
catalogos.claveprodserv680,10202337,Rosal vivo high and booming
catalogos.claveprodserv681,10202338,Rosal vivo high and fantasy
catalogos.claveprodserv682,10202339,Rosal vivo high and rich
catalogos.claveprodserv683,10202340,Rosal vivo hot lady
catalogos.claveprodserv684,10202341,Rosal vivo hot princess
catalogos.claveprodserv685,10202342,Rosal vivo inspiration
catalogos.claveprodserv686,10202343,Rosal vivo jeimy
catalogos.claveprodserv687,10202344,Rosal vivo kachita
catalogos.claveprodserv688,10202345,Rosal vivo karen
catalogos.claveprodserv689,10202346,Rosal vivo kenji
catalogos.claveprodserv690,10202347,Rosal vivo kiko
catalogos.claveprodserv691,10202348,Rosal vivo laser
catalogos.claveprodserv692,10202349,Rosal vivo latin duett
catalogos.claveprodserv693,10202350,Rosal vivo latin fever
catalogos.claveprodserv694,10202351,Rosal vivo lifestyle
catalogos.claveprodserv695,10202352,Rosal vivo light orlando
catalogos.claveprodserv696,10202353,Rosal vivo lovely dreams
catalogos.claveprodserv697,10202354,Rosal vivo loyalty
catalogos.claveprodserv698,10202355,Rosal vivo malibu
catalogos.claveprodserv699,10202356,Rosal vivo mata-hari
catalogos.claveprodserv700,10202357,Rosal vivo memphis
catalogos.claveprodserv701,10202358,Rosal vivo mi amor
catalogos.claveprodserv702,10202359,Rosal vivo miami
catalogos.claveprodserv703,10202360,Rosal vivo michelle
catalogos.claveprodserv704,10202361,Rosal vivo mikaela
catalogos.claveprodserv705,10202362,Rosal vivo orchestra
catalogos.claveprodserv706,10202363,Rosal vivo orlando
catalogos.claveprodserv707,10202364,Rosal vivo osadia
catalogos.claveprodserv708,10202365,Rosal vivo paeonia freelander
catalogos.claveprodserv709,10202366,Rosal vivo paula
catalogos.claveprodserv710,10202367,Rosal vivo pavarotti
catalogos.claveprodserv711,10202368,Rosal vivo pink intuition
catalogos.claveprodserv712,10202369,Rosal vivo poison
catalogos.claveprodserv713,10202370,Rosal vivo princess
catalogos.claveprodserv714,10202371,Rosal vivo queen mary
catalogos.claveprodserv715,10202372,Rosal vivo raphaela
catalogos.claveprodserv716,10202373,Rosal vivo raspberry ice
catalogos.claveprodserv717,10202374,Rosal vivo ravel
catalogos.claveprodserv718,10202375,Rosal vivo riviera
catalogos.claveprodserv719,10202376,Rosal vivo sade
catalogos.claveprodserv720,10202377,Rosal vivo sashimi
catalogos.claveprodserv721,10202378,Rosal vivo shanya
catalogos.claveprodserv722,10202379,Rosal vivo shocking versilia
catalogos.claveprodserv723,10202380,Rosal vivo solitaire
catalogos.claveprodserv724,10202381,Rosal vivo something different
catalogos.claveprodserv725,10202382,Rosal vivo splendid renate
catalogos.claveprodserv726,10202383,Rosal vivo star
catalogos.claveprodserv727,10202384,Rosal vivo sweet candia
catalogos.claveprodserv728,10202385,Rosal vivo sweet moments
catalogos.claveprodserv729,10202386,Rosal vivo sweet unique
catalogos.claveprodserv730,10202387,Rosal vivo taboo
catalogos.claveprodserv731,10202388,Rosal vivo timona
catalogos.claveprodserv732,10202389,Rosal vivo topaz
catalogos.claveprodserv733,10202390,Rosal vivo vogue
catalogos.claveprodserv734,10202391,Rosal vivo voila
catalogos.claveprodserv735,10202392,Rosal vivo wild one
catalogos.claveprodserv736,10202393,Rosal vivo yves piaget
catalogos.claveprodserv737,10202400,Rosales vivos rojos o burgundy
catalogos.claveprodserv738,10202401,Rosal vivo african dawn
catalogos.claveprodserv739,10202402,Rosal vivo amada
catalogos.claveprodserv740,10202403,Rosal vivo black baccara
catalogos.claveprodserv741,10202404,Rosal vivo black beauty
catalogos.claveprodserv742,10202405,Rosal vivo black finess o black magic
catalogos.claveprodserv743,10202406,Rosal vivo black magic
catalogos.claveprodserv744,10202407,Rosal vivo bohemian o pasarela
catalogos.claveprodserv745,10202408,Rosal vivo breathless
catalogos.claveprodserv746,10202409,Rosal vivo caballero
catalogos.claveprodserv747,10202410,Rosal vivo carrera
catalogos.claveprodserv748,10202411,Rosal vivo charlene
catalogos.claveprodserv749,10202412,Rosal vivo charlotte
catalogos.claveprodserv750,10202413,Rosal vivo cherry lady
catalogos.claveprodserv751,10202414,Rosal vivo cherry love
catalogos.claveprodserv752,10202415,Rosal vivo classy rose
catalogos.claveprodserv753,10202416,Rosal vivo colorado velvet
catalogos.claveprodserv754,10202417,Rosal vivo corazon
catalogos.claveprodserv755,10202418,Rosal vivo corrida
catalogos.claveprodserv756,10202419,Rosal vivo dynamite
catalogos.claveprodserv757,10202420,Rosal vivo eurored
catalogos.claveprodserv758,10202421,Rosal vivo fashion
catalogos.claveprodserv759,10202422,Rosal vivo fire and ice
catalogos.claveprodserv760,10202423,Rosal vivo first red
catalogos.claveprodserv761,10202424,Rosal vivo forever young
catalogos.claveprodserv762,10202425,Rosal vivo freedom
catalogos.claveprodserv763,10202426,Rosal vivo freestyle
catalogos.claveprodserv764,10202427,Rosal vivo friendship
catalogos.claveprodserv765,10202428,Rosal vivo gospel
catalogos.claveprodserv766,10202429,Rosal vivo graffity
catalogos.claveprodserv767,10202430,Rosal vivo grand gala
catalogos.claveprodserv768,10202431,Rosal vivo grand prix
catalogos.claveprodserv769,10202432,Rosal vivo grand classe
catalogos.claveprodserv770,10202433,Rosal vivo hearts
catalogos.claveprodserv771,10202434,Rosal vivo heat
catalogos.claveprodserv772,10202435,Rosal vivo hocus pocus
catalogos.claveprodserv773,10202436,Rosal vivo lady in red
catalogos.claveprodserv774,10202437,Rosal vivo latin lady
