id,c_claveunidad,nombre
catalogos_clave_unidad1988,TPR,Decenas de pares
catalogos_clave_unidad1989,TQ,Mil pies
catalogos_clave_unidad1990,TQD,Mil metros cúbicos por día 
catalogos_clave_unidad1991,TR,Diez pies cuadrados
catalogos_clave_unidad1992,TRL,Trillones (eur)
catalogos_clave_unidad1993,Ts,Mil pies cuadrados
catalogos_clave_unidad1994,TSD,Tonelada de sustancia 90% seca
catalogos_clave_unidad1995,TSH,Tonelada de vapor por hora
catalogos_clave_unidad1996,TST,Decena de conjuntos
catalogos_clave_unidad1997,TT,Mil metros lineales
catalogos_clave_unidad1998,TTS,Decenas de millar de pegatinas
catalogos_clave_unidad1999,Tu,Contenedor externo
catalogos_clave_unidad2000,TV,Mil kilogramos
catalogos_clave_unidad2001,TW,Mil hojas
catalogos_clave_unidad2002,U1,Tratamiento 
catalogos_clave_unidad2003,U2,Número de tabletas
catalogos_clave_unidad2004,UA,Torr
catalogos_clave_unidad2005,UB,Linea de telecomunicaciones en servicio promedio 
catalogos_clave_unidad2006,UC,Puerto de telecomunicaciones 
catalogos_clave_unidad2007,UD,Décimo minuto
catalogos_clave_unidad2008,UE,Hora de décimo
catalogos_clave_unidad2009,UF,Uso por línea de telecomunicaciones promedio
catalogos_clave_unidad2010,UH,Diez mil yardas
catalogos_clave_unidad2011,UM,Millón de unidades
catalogos_clave_unidad2012,UN,Newton metro
catalogos_clave_unidad2013,VA,Voltio-amperio por kilogramo
catalogos_clave_unidad2014,VLT,Voltio
catalogos_clave_unidad2015,VP,Volumen porcentual 
catalogos_clave_unidad2016,VS,Visita
catalogos_clave_unidad2017,W2,Kilo húmedo 
catalogos_clave_unidad2018,W4,Dos semanas
catalogos_clave_unidad2019,WA,Watt por kilogramo 
catalogos_clave_unidad2020,WB,Libra húmeda
catalogos_clave_unidad2021,WCD,Cable
catalogos_clave_unidad2022,WE,Tonelada húmeda 
catalogos_clave_unidad2023,WEB,Weber
catalogos_clave_unidad2024,WEE,Semana
catalogos_clave_unidad2025,WG,Galón de vino
catalogos_clave_unidad2026,WH,Rueda
catalogos_clave_unidad2027,WHR,Watt hora
catalogos_clave_unidad2028,WI,Peso por pulgada cuadrada
catalogos_clave_unidad2029,WM,Mes de trabajo 
catalogos_clave_unidad2030,WR,Envolver
catalogos_clave_unidad2031,WSD,Estándar
catalogos_clave_unidad2032,WTT,Watt
catalogos_clave_unidad2033,WW,Mililitro de agua
catalogos_clave_unidad2034,X1,Cadena de gunter
catalogos_clave_unidad2035,X1A,Tambor de acero
catalogos_clave_unidad2036,X1B,Tambor de aluminio
catalogos_clave_unidad2037,X1D,Tambor contrachapado
catalogos_clave_unidad2038,X1F,Contenedor flexible
catalogos_clave_unidad2039,X1G,Tambor de fibra
catalogos_clave_unidad2040,X1w,Tambor de madera
catalogos_clave_unidad2041,X2C,Barril de madera
catalogos_clave_unidad2042,X3A,Bidón de acero
catalogos_clave_unidad2043,X3H,Bidón de plástico
catalogos_clave_unidad2044,X43,Bolsa de gran tamaño
catalogos_clave_unidad2045,X44,Bolsa de plastico
catalogos_clave_unidad2046,X4A,Caja de acero
catalogos_clave_unidad2047,X4B,Caja de aluminio
catalogos_clave_unidad2048,X4C,Caja de  madera natural
catalogos_clave_unidad2049,X4D,Caja de contrachapado
catalogos_clave_unidad2050,X4F,Caja de madera reconstituida
catalogos_clave_unidad2051,X4G,Caja de cartón
catalogos_clave_unidad2052,X4H,Caja de plástico
catalogos_clave_unidad2053,X5H,Bolsa de plástico tejido
catalogos_clave_unidad2054,X5L,Bolsa textil
catalogos_clave_unidad2055,X5M,Bolsa de papel
catalogos_clave_unidad2056,X6H,"Recipiente de plástico, Contenedor compuesto."
catalogos_clave_unidad2057,X6P,"Recipiente de vidrio, Contenedor compuesto."
catalogos_clave_unidad2058,X7A,Estuche para carro
catalogos_clave_unidad2059,X7B,Estuche de madera
catalogos_clave_unidad2060,X8A,Pallet de madera
catalogos_clave_unidad2061,X8B,Cajón de madera
catalogos_clave_unidad2062,X8C,Madera flejada
catalogos_clave_unidad2063,XAA,Contenedor intermedio  para gráneles de plástico rígido
catalogos_clave_unidad2064,XAB,Contenedor de fibra
catalogos_clave_unidad2065,XAC,Contenedor de papel
catalogos_clave_unidad2066,XAD,Contenedor de madera
catalogos_clave_unidad2067,XAE,Aerosol
catalogos_clave_unidad2068,XAF,"Pallet modular con collares,  80cms * 60cms"
catalogos_clave_unidad2069,XAG,Pallet o empaquetado
catalogos_clave_unidad2070,XAH,"Pallet, 100cms X 110cms"
catalogos_clave_unidad2071,XAI,Contenedor tipo concha
catalogos_clave_unidad2072,XAJ,Cono
catalogos_clave_unidad2073,XAL,Esféra
catalogos_clave_unidad2074,XAM,Ampolleta no protegida
catalogos_clave_unidad2075,XAP,Ampolleta protegida
catalogos_clave_unidad2076,XAT,Atomizador
catalogos_clave_unidad2077,XAV,Cápsula
catalogos_clave_unidad2078,XB4,Cinturón
catalogos_clave_unidad2079,XBA,Barril
catalogos_clave_unidad2080,XBB,Bobina
catalogos_clave_unidad2081,XBC,Cajón para botellas / Estante para botellas
catalogos_clave_unidad2082,XBD,Tablero
catalogos_clave_unidad2083,XBE,Flejado
catalogos_clave_unidad2084,XBF,Globo no protegido
catalogos_clave_unidad2085,XBG,Bolso
catalogos_clave_unidad2086,XBH,Manojo
catalogos_clave_unidad2087,XBI,Compartimiento
catalogos_clave_unidad2088,XBJ,Cubeta
catalogos_clave_unidad2089,XBK,Cesta
catalogos_clave_unidad2090,XBL,Paca comprimida
catalogos_clave_unidad2091,XBM,Cuenco
catalogos_clave_unidad2092,XBN,Paca no comprimida
catalogos_clave_unidad2093,XBO,Botella no-protegida y cilíndrica
catalogos_clave_unidad2094,XBP,Globo protegido
catalogos_clave_unidad2095,XBQ,Botella cilíndrica protegida
catalogos_clave_unidad2096,XBR,Barra
catalogos_clave_unidad2097,XBS,"Botella, no-protegida en forma de bulbo"
catalogos_clave_unidad2098,XBT,Rollo de tela
catalogos_clave_unidad2099,XBU,Butt
catalogos_clave_unidad2100,XBV,Botella de bulbo protegido
catalogos_clave_unidad2101,XBW,Caja para líquidos
catalogos_clave_unidad2102,XBX,Caja
catalogos_clave_unidad2103,XBY,"Tablero, con fleje/ agrupados/ armados"
catalogos_clave_unidad2104,XBZ,"Barras, con fleje/ agrupados/ armados"
catalogos_clave_unidad2105,XCA,Lata rectangular
catalogos_clave_unidad2106,XCB,Cajón para cerveza
catalogos_clave_unidad2107,XCC,Mantequera
catalogos_clave_unidad2108,XCD,Lata con mango y boquilla
catalogos_clave_unidad2109,XCE,Cesto tejido
catalogos_clave_unidad2110,XCF,Cofre
catalogos_clave_unidad2111,XCG,Contenedor tipo Jaula
catalogos_clave_unidad2112,XCH,Cajonera
catalogos_clave_unidad2113,XCI,Frasco
catalogos_clave_unidad2114,XCJ,Ataúd
catalogos_clave_unidad2115,XCK,Barrica
catalogos_clave_unidad2116,XCL,Espiral
catalogos_clave_unidad2117,XCM,Paquete de tarjetas
catalogos_clave_unidad2118,XCN,"Contenedor, no especificado como equipo de transporte"
catalogos_clave_unidad2119,XCO,Garrafón no protegido
catalogos_clave_unidad2120,XCP,Garrafón protegido
catalogos_clave_unidad2121,XCQ,Cartucho
catalogos_clave_unidad2122,XCR,Cajón
catalogos_clave_unidad2123,XCS,Estuche
catalogos_clave_unidad2124,XCT,Cartón
catalogos_clave_unidad2125,XCU,Vaso
catalogos_clave_unidad2126,XCV,Cubierta
catalogos_clave_unidad2127,XCW,Jaula estilo rodillo
catalogos_clave_unidad2128,XCX,Lata cilíndrica
catalogos_clave_unidad2129,XCY,Cilindro
catalogos_clave_unidad2130,XCZ,Lona
catalogos_clave_unidad2131,XDA,Cajón multicapa de plástico
catalogos_clave_unidad2132,XDB,Cajón de varias capas de madera
catalogos_clave_unidad2133,XDC,Cajón multicapa de cartón
catalogos_clave_unidad2134,XDG,"Jaula, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP))"
catalogos_clave_unidad2135,XDH,"Caja, Según la clasificación de la compañía (CHEP), Eurobox"
catalogos_clave_unidad2136,XDI,Tambor de hierro
catalogos_clave_unidad2137,XDJ,"damajuana o garrafa, no protegido"
catalogos_clave_unidad2138,XDK,"Cajón a granel, cartón"
catalogos_clave_unidad2139,XDL,Cajas de plástico
catalogos_clave_unidad2140,XDM,Cajones a granel de madera
catalogos_clave_unidad2141,XDN,Dispensador
catalogos_clave_unidad2142,XDP,"damajuana o garrafa, protegido"
catalogos_clave_unidad2143,XDR,Tambor
catalogos_clave_unidad2144,XDS,Bandeja de una capa sin cubierta y de plástico
catalogos_clave_unidad2145,XDT,Bandeja de una capa sin cubierta y de madera
catalogos_clave_unidad2146,XDU,Bandeja de una capa sin cubierta y  poliestireno
catalogos_clave_unidad2147,XDV,Bandeja de una capa sin cubierta y de cartón
catalogos_clave_unidad2148,XDW,Bandeja de dos capas sin tapa y con bandeja de plástico
catalogos_clave_unidad2149,XDX,Bandeja de dos capas sin cubierta y de madera
catalogos_clave_unidad2150,XDY,Bandeja de dos capas sin cubierta y de cartón
catalogos_clave_unidad2151,XEC,Bolsa de plástico
catalogos_clave_unidad2152,XED,"Estuche, con pallet de base"
catalogos_clave_unidad2153,XEE,"Estuche, con pallet base de madera"
catalogos_clave_unidad2154,XEF,"Estuche, con pallet base de cartón"
catalogos_clave_unidad2155,XEG,"Estuche, con pallet base de plástico"
catalogos_clave_unidad2156,XEH,"Estuche, con pallet base de metal"
catalogos_clave_unidad2157,XEI,Estuche isotérmico
catalogos_clave_unidad2158,XEN,Sobre
catalogos_clave_unidad2159,XFB,Bolsa flexible
catalogos_clave_unidad2160,XFC,Cajón para fruta
catalogos_clave_unidad2161,XFD,Cajón enmarcado
catalogos_clave_unidad2162,XFE,Tanque flexible
catalogos_clave_unidad2163,XFI,Firkin
catalogos_clave_unidad2164,XFL,Matraz
catalogos_clave_unidad2165,XFO,Cajón para zapatos
catalogos_clave_unidad2166,XFP,Caja auxiliar para película fotográfica
catalogos_clave_unidad2167,XFR,Marco
catalogos_clave_unidad2168,XFT,Contenedor para alimentos
catalogos_clave_unidad2169,XFW,Carro de cama plana
catalogos_clave_unidad2170,XFX,Bolsa flexible tipo contenedor
catalogos_clave_unidad2171,XGB,Botella para gas
catalogos_clave_unidad2172,XGI,Viga
catalogos_clave_unidad2173,XGL,Contenedor tipo galón
catalogos_clave_unidad2174,XGR,Recipiente de vidrio
catalogos_clave_unidad2175,XGU,Bandeja contenedor para apilar horizontalmente objetos planos
catalogos_clave_unidad2176,XGY,Costal de Yute
catalogos_clave_unidad2177,XGZ,Vigas con correas o agrupadas
catalogos_clave_unidad2178,XHA,Cesta con mango y de plástico
catalogos_clave_unidad2179,XHB,Cesta con mango y de madera
catalogos_clave_unidad2180,XHC,Cesta  con asa y de  cartón
catalogos_clave_unidad2181,XHG,Hogshead
catalogos_clave_unidad2182,XHN,Gancho
catalogos_clave_unidad2183,XHR,Cesto
catalogos_clave_unidad2184,XIA,Paquete con pantalla y de madera
catalogos_clave_unidad2185,XIB,Paquete  con pantalla y de cartón
catalogos_clave_unidad2186,XIC,Paquete con pantalla y de plástico
catalogos_clave_unidad2187,XID,Paquete con pantalla y de metal
catalogos_clave_unidad2188,XIE,Paquete de mostrador.
catalogos_clave_unidad2189,XIF,Envase para alimentos
catalogos_clave_unidad2190,XIG,Paquete envuelto en papel
catalogos_clave_unidad2191,XIH,Tambor de plástico
catalogos_clave_unidad2192,XIK,Paquete de cartón con los agujeros para botellas
catalogos_clave_unidad2193,XIL,Bandeja rígida con tapa y apilable (CEN TS 14482: 2002)
catalogos_clave_unidad2194,XIN,Lingote
catalogos_clave_unidad2195,XIZ,Lingotes  con correas/ agrupados
catalogos_clave_unidad2196,XJB,Bolsa jumbo
catalogos_clave_unidad2197,XJC,Bidón rectangular
catalogos_clave_unidad2198,XJG,Jarra
catalogos_clave_unidad2199,XJR,Tarro
catalogos_clave_unidad2200,XJT,Bolsa de yute
catalogos_clave_unidad2201,XJY,"Bidón, cilíndrico"
catalogos_clave_unidad2202,XKG,Barrilete
catalogos_clave_unidad2203,XKI,Kit (Conjunto de piezas)
catalogos_clave_unidad2204,XLE,Valijas
catalogos_clave_unidad2205,XLG,Bitacora
catalogos_clave_unidad2206,XLT,Lote
catalogos_clave_unidad2207,XLU,Caja de arrastre
catalogos_clave_unidad2208,XLV,Contenedor pequeño
catalogos_clave_unidad2209,XLZ,Registros  con fleje/ agrupados/ armados
catalogos_clave_unidad2210,XMA,Cajón metálico
catalogos_clave_unidad2211,XMB,Múltiplo de bolsas
catalogos_clave_unidad2212,XMC,Cajón para leche
catalogos_clave_unidad2213,XME,Contenedor de metal
catalogos_clave_unidad2214,XMR,Recipiente de metal
catalogos_clave_unidad2215,XMS,Saco milti-pared
catalogos_clave_unidad2216,XMT,Tapete
catalogos_clave_unidad2217,XMW,Contenedor envuelto en plástico
catalogos_clave_unidad2218,XMX,Caja pequeña de cerillos
catalogos_clave_unidad2219,XNA,No disponible
catalogos_clave_unidad2220,XNE,Sin empaque o no empaquetado
catalogos_clave_unidad2221,XNF,"Sin empaque o no empaquetado, unidad simple"
catalogos_clave_unidad2222,XNG,"Sin empaque o no empaquetado, unidades múltiples"
catalogos_clave_unidad2223,XNS,Caja nido
catalogos_clave_unidad2224,XNT,Red
catalogos_clave_unidad2225,XNU,Red de plástico con tubo
catalogos_clave_unidad2226,XNV,Red textil con tubo
catalogos_clave_unidad2227,XOA,"Pallet, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP) 40 cm x 60 cm"
catalogos_clave_unidad2228,XOB,"Pallet, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP) 80 cm x 120 cm"
catalogos_clave_unidad2229,XOC,"Pallet, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP) 100 cm x 120 cm"
catalogos_clave_unidad2230,XOD,"Pallet, AS 4068-1993"
catalogos_clave_unidad2231,XOE,"Pallet, ISO T11"
catalogos_clave_unidad2232,XOF,"Plataforma, peso o dimensión no especificada"
catalogos_clave_unidad2233,XOK,Bloque
catalogos_clave_unidad2234,XOT,Octabin
catalogos_clave_unidad2235,XP2,Charola
catalogos_clave_unidad2236,XPA,Cajetilla
catalogos_clave_unidad2237,XPB,"Pallet, Caja combinada y abierta con caja y pallet."
catalogos_clave_unidad2238,XPC,Paquete postal
catalogos_clave_unidad2239,XPD,Pallet modular con collares (80cms * 100cms)
catalogos_clave_unidad2240,XPE,Pallet modular con collares (80cms * 120cms)
catalogos_clave_unidad2241,XPF,Corral
catalogos_clave_unidad2242,XPG,Placa
catalogos_clave_unidad2243,XPH,Cantaro
catalogos_clave_unidad2244,XPI,Pleca
catalogos_clave_unidad2245,XPJ,Canastilla
catalogos_clave_unidad2246,XPK,Paquete
catalogos_clave_unidad2247,XPL,Balde
catalogos_clave_unidad2248,XPN,Tablón
catalogos_clave_unidad2249,XPO,Bolsa pequeña
catalogos_clave_unidad2250,XPR,Contenedor de plástico
catalogos_clave_unidad2251,XPT,Maceta
catalogos_clave_unidad2252,XPU,Cacerola
catalogos_clave_unidad2253,XPV,"Tubos, con fleje/ agrupados/ armados"
catalogos_clave_unidad2254,XPX,Pallet
catalogos_clave_unidad2255,XPY,Placas con fleje/ agrupados/ armados
catalogos_clave_unidad2256,XPZ,Tablones con fleje/ agrupados/ armados
catalogos_clave_unidad2257,XQA,Tambor de acero con cabeza no desmontable
catalogos_clave_unidad2258,XQB,Tambor de  acero con cabeza extraíble
catalogos_clave_unidad2259,XQC,Tambor de aluminio con cabeza no extraíble
catalogos_clave_unidad2260,XQD,Tambor de aluminio con cabeza extraíble
catalogos_clave_unidad2261,XQF,"Tambor, plástico con cabeza no desmontable"
catalogos_clave_unidad2262,XQG,"Tambor, plástico, cabeza extraíble"
catalogos_clave_unidad2263,XQH,Barril de madera con tapón
catalogos_clave_unidad2264,XQJ,Barril de madera con cabeza desprendible
catalogos_clave_unidad2265,XQK,Bidón de acero con cabeza no desmontable
catalogos_clave_unidad2266,XQL,Bidón de acero con cabeza desmontable
catalogos_clave_unidad2267,XQM,Bidón de plástico con cabeza no desmontable
catalogos_clave_unidad2268,XQN,Bidón de plástico con cabeza extraíble
catalogos_clave_unidad2269,XQP,Caja de madera natural estándar
catalogos_clave_unidad2270,XQQ,Caja de madera natural con muros a prueba de filtraciones
catalogos_clave_unidad2271,XQR,Caja de plástico expandida
catalogos_clave_unidad2272,XQS,Caja de plástico sólida
catalogos_clave_unidad2273,XRD,Rod
catalogos_clave_unidad2274,XRG,Anillo
catalogos_clave_unidad2275,XRJ,"Estante, Perchero para ropa"
catalogos_clave_unidad2276,XRK,Estante
catalogos_clave_unidad2277,XRL,Carrete
catalogos_clave_unidad2278,XRO,Rollo
catalogos_clave_unidad2279,XRT,Red Roja
catalogos_clave_unidad2280,XRZ,Varillas  con fleje/ agrupados/ armados
catalogos_clave_unidad2281,XSA,Saco
catalogos_clave_unidad2282,XSB,Losa
catalogos_clave_unidad2283,XSC,Cajón poco profundo
catalogos_clave_unidad2284,XSD,Huso
catalogos_clave_unidad2285,XSE,Baúl
catalogos_clave_unidad2286,XSH,Bolsa pequeña hermética
catalogos_clave_unidad2287,XSI,Patín
catalogos_clave_unidad2288,XSK,Carcasa esqueleto
catalogos_clave_unidad2289,XSL,Hoja de deslizamiento
catalogos_clave_unidad2290,XSM,Hoja de metal
catalogos_clave_unidad2291,XSO,Carrete pequeño
catalogos_clave_unidad2292,XSP,Hoja de empaque de plástico
catalogos_clave_unidad2293,XSS,Cajón de acero
catalogos_clave_unidad2294,XSU,Maleta
catalogos_clave_unidad2295,XSV,Sobre de acero
catalogos_clave_unidad2296,XSW,Envoltorio
catalogos_clave_unidad2297,XSY,Manga
catalogos_clave_unidad2298,XSZ,Hojas  con fleje/ agrupados/ armados
catalogos_clave_unidad2299,XT1,Tableta
catalogos_clave_unidad2300,XTB,Tina
catalogos_clave_unidad2301,XTC,Caja para té
catalogos_clave_unidad2302,XTD,Tubo plegable
catalogos_clave_unidad2303,XTG,Contenedor de tanque genérico
catalogos_clave_unidad2304,XTI,Tierce
catalogos_clave_unidad2305,XTK,Tanque rectangular
catalogos_clave_unidad2306,XTL,Tina con tapa
catalogos_clave_unidad2307,XTN,Hojalata
catalogos_clave_unidad2308,XTO,Tonel
catalogos_clave_unidad2309,XTR,Maletero
catalogos_clave_unidad2310,XTS,Estructura
catalogos_clave_unidad2311,XTT,Bolsa de mano
catalogos_clave_unidad2312,XTU,Tubo
catalogos_clave_unidad2313,XTV,Tubo con boquilla
catalogos_clave_unidad2314,XTW,Pallet tricapa
catalogos_clave_unidad2315,XTY,Tanque cilíndrico
catalogos_clave_unidad2316,XTZ,Tubos  con fleje/ agrupados/ armados
catalogos_clave_unidad2317,XUC,Sin empaque
catalogos_clave_unidad2318,XUN,Unidad
catalogos_clave_unidad2319,XVA,Tanque
catalogos_clave_unidad2320,XVG,"Tanque de gas (a 1,031 mbar y 15° C)"
catalogos_clave_unidad2321,XVI,Frasco pequeño
catalogos_clave_unidad2322,XVK,Paquete transportable
catalogos_clave_unidad2323,XVL,Contenedor para líquidos a granel
catalogos_clave_unidad2324,XVN,Vehículo
catalogos_clave_unidad2325,XVO,"Contenedor para sólido de partículas grandes a granel (""nódulos"")"
catalogos_clave_unidad2326,XVP,Envasado al vacío
catalogos_clave_unidad2327,XVQ,Tanque para Gas licuado (a temperatura / presión anormal)
catalogos_clave_unidad2328,XVR,Contenedor para sólidos de partículas granulares a granel (Granos)
catalogos_clave_unidad2329,XVS,Contenedor de chatarra a granel
catalogos_clave_unidad2330,XVY,"Contenedor para sólido de partículas finas a granel (""polvos"")"
catalogos_clave_unidad2331,XWA,Contenedor de granel intermedio
catalogos_clave_unidad2332,XWB,Botella de mimbre
catalogos_clave_unidad2333,XWC,Contenedor intermedio para gráneles y de acero
catalogos_clave_unidad2334,XWD,Contenedor intermedio para gráneles y de aluminio
catalogos_clave_unidad2335,XWF,Contenedor intermedio para gráneles y de metal
catalogos_clave_unidad2336,XWG,Contenedor intermedio para gráneles y de acero presurizado menor a 10 kpa
catalogos_clave_unidad2337,XWH,"Contenedor intermedio para gráneles y de aluminio, presurizado menor a 10 kpa"
catalogos_clave_unidad2338,XWJ,Contenedor intermedio para gráneles y de metal con una presión de 10 kpa
catalogos_clave_unidad2339,XWK,Contenedor intermedio para gráneles y de acero para líquido
catalogos_clave_unidad2340,XWL,Contenedor intermedio para gráneles y de aluminio para líquido
catalogos_clave_unidad2341,XWM,Contenedor intermedio para gráneles y de metal para líquido
catalogos_clave_unidad2342,XWN,Contenedor intermedio para gráneles con tejido plástico sin capa con revestimiento
catalogos_clave_unidad2343,XWP,Contenedor intermedio para gráneles con tejido plástico y recubierto
catalogos_clave_unidad2344,XWQ,Contenedor intermedio para gráneles con tejido plástico con revestimiento
catalogos_clave_unidad2345,XWR,"Contenedor intermedio para gráneles con tejido plástico, revestido y con forro"
catalogos_clave_unidad2346,XWS,Contenedor intermedio para gráneles con película de plástico
catalogos_clave_unidad2347,XWT,Contenedor intermedio para gráneles textil sin capa / forro
catalogos_clave_unidad2348,XWU,Contenedor intermedio para gráneles de madera natural con forro interior
catalogos_clave_unidad2349,XWV,Contenedor intermedio para gráneles textil recubierto
catalogos_clave_unidad2350,XWW,Contenedor intermedio para gráneles textil con revestimiento
catalogos_clave_unidad2351,XWX,Contenedor intermedio para gráneles textil recubierto y con forro
catalogos_clave_unidad2352,XWY,Contenedor intermedio para gráneles contrachapado con revestimiento interior
catalogos_clave_unidad2353,XWZ,Contenedor intermedio para gráneles de madera reconstituida con revestimiento interior
catalogos_clave_unidad2354,XXA,"Bolsa de tejido plástico, sin abrigo interior ni forro"
catalogos_clave_unidad2355,XXB,Bolsa de tejido plástico a prueba de filtraciones
catalogos_clave_unidad2356,XXC,Bolsa de tejido plástico resistente al agua
catalogos_clave_unidad2357,XXD,Bolsa con película de plástico
catalogos_clave_unidad2358,XXF,Bolsa textil sin capa ni forro interior
catalogos_clave_unidad2359,XXG,Bolsa textil a prueba de filtraciones
catalogos_clave_unidad2360,XXH,Bolsa textil resistente al agua
catalogos_clave_unidad2361,XXJ,Bolsa de papel multi-pared
catalogos_clave_unidad2362,XXK,"Bolsa de papel multi-pared, resistente al agua"
catalogos_clave_unidad2363,XYA,"Empaque compuesto, recipiente de plástico en tambor de acero"
catalogos_clave_unidad2364,XYB,"Empaque compuesto, recipiente de plástico en cajas de acero"
catalogos_clave_unidad2365,XYC,"Empaque compuesto, recipiente de plástico en tambor de aluminio"
catalogos_clave_unidad2366,XYD,"Empaque compuesto, recipiente de plástico en cajón de aluminio"
catalogos_clave_unidad2367,XYF,"Empaque compuesto, recipiente de plástico en caja de madera"
catalogos_clave_unidad2368,XYG,"Empaque compuesto, recipiente de plástico en tambor de madera contrachapada"
catalogos_clave_unidad2369,XYH,"Empaque compuesto, recipiente de plástico en caja de madera contrachapada"
catalogos_clave_unidad2370,XYJ,"Empaque compuesto, recipiente de plástico en tambor de fibra"
catalogos_clave_unidad2371,XYK,"Empaque compuesto, recipiente de plástico en caja de cartón"
catalogos_clave_unidad2372,XYL,"Empaque compuesto, recipiente de plástico en el tambor de plástico"
catalogos_clave_unidad2373,XYM,"Empaque compuesto, recipiente de plástico en caja de plástico sólido"
catalogos_clave_unidad2374,XYN,"Empaque compuesto, receptáculo de vidrio en tambor de acero"
catalogos_clave_unidad2375,XYP,"Empaque compuesto, receptáculo de vidrio en caja de cajas de acero"
catalogos_clave_unidad2376,XYQ,"Empaque compuesto, recipiente de vidrio en tambor de aluminio"
catalogos_clave_unidad2377,XYR,"Empaque compuesto, receptáculo de vidrio en caja de aluminio"
catalogos_clave_unidad2378,XYS,"Empaque compuesto, recipiente de vidrio en caja de madera"
catalogos_clave_unidad2379,XYT,"Empaque compuesto, recipiente de vidrio en tambor de madera contrachapada"
catalogos_clave_unidad2380,Xyv,"Empaque compuesto, recipiente de vidrio en el cesto de mimbre"
catalogos_clave_unidad2381,XYW,"Empaque compuesto, recipiente de vidrio en tambor de fibra"
catalogos_clave_unidad2382,XYX,"Empaque compuesto, recipiente de vidrio en caja de cartón"
catalogos_clave_unidad2383,XYY,"Empaque compuesto, recipiente de vidrio en paquete de plástico expandible"
catalogos_clave_unidad2384,XYZ,"Empaque compuesto, recipiente de vidrio en paquete de plástico sólido"
catalogos_clave_unidad2385,XZA,"Contenedor de granel intermedio, papel, multi-pared"
catalogos_clave_unidad2386,XZB,Bolsa grande
catalogos_clave_unidad2387,XZC,"Contenedor intermedio para gráneles de papel, multi-pared y resistente al agua"
catalogos_clave_unidad2388,XZD,"Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para sólidos"
catalogos_clave_unidad2389,XZF,"Contenedor intermedio para gráneles de plástico rígido, autoportante para sólidos"
catalogos_clave_unidad2390,XZG,"Contenedor intermedio para gráneles de plástico rígido, con equipo estructural, presurizado"
catalogos_clave_unidad2391,XZH,"Contenedor intermedio para gráneles de plástico rígido, autoportante y presurizado"
catalogos_clave_unidad2392,XZJ,"Contenedor intermedio para gráneles de plástico rígido, con equipo estructural para líquidos"
catalogos_clave_unidad2393,XZK,"Contenedor intermedio para gráneles de plástico rígido, autoportante, líquidos"
catalogos_clave_unidad2394,XZL,"Contenedor intermedio para gráneles, compuesto y de plástico rígido, sólidos"
catalogos_clave_unidad2395,XZM,"Contenedor intermedio para gráneles, compuesto y de plástico flexible, sólidos"
catalogos_clave_unidad2396,XZN,"Contenedor intermedio para gráneles, compuesto y de plástico rígido, presurizado"
catalogos_clave_unidad2397,XZP,"Contenedor intermedio para gráneles, compuesto y de plástico flexible, presurizado"
catalogos_clave_unidad2398,XZQ,"Contenedor intermedio para gráneles, compuesto y de plástico rígido, líquidos"
catalogos_clave_unidad2399,XZR,"Contenedor intermedio para gráneles, compuesto y de plástico flexible para líquidos"
catalogos_clave_unidad2400,XZS,"Contenedor intermedio para gráneles, compuesto"
catalogos_clave_unidad2401,XZT,Contenedor intermedio para gráneles con tablero de fibras
catalogos_clave_unidad2402,XZU,Contenedor intermedio para gráneles flexible
catalogos_clave_unidad2403,XZV,"Contenedor intermedio para gráneles de metal, distinto del acero"
catalogos_clave_unidad2404,XZW,"Contenedor intermedio para gráneles, de madera natural"
catalogos_clave_unidad2405,XZX,"Contenedor intermedio para gráneles, de contrachapado"
catalogos_clave_unidad2406,XZY,"Contenedor intermedio para gráneles, de madera reconstituida"
catalogos_clave_unidad2407,YDK,Yarda cuadrada
catalogos_clave_unidad2408,YDQ,Yarda cúbica
catalogos_clave_unidad2409,YL,Cien yardas lineales
catalogos_clave_unidad2410,YRD,Yarda
catalogos_clave_unidad2411,YT,Diez yardas
catalogos_clave_unidad2412,Z1,Furgoneta
catalogos_clave_unidad2413,Z11,Contenedor colgante 
catalogos_clave_unidad2414,Z5,Arrastre
catalogos_clave_unidad2415,Z6,Punto de conferencia
catalogos_clave_unidad2416,Z8,Página de noticias
catalogos_clave_unidad2417,ZP,Páginas
catalogos_clave_unidad2418,ZZ,Mutuamente definido
