"id","c_fraccionarancelaria","descripcion"
"catalogos_fraccionarancelaria293","0304820100","Truchas  (Salmo  trutta,  Oncorhynchus  mykiss,  Oncorhynchus  clarki,  Oncorhynchus  aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)."
"catalogos_fraccionarancelaria294","0304830100","Pescados   planos   (Pleuronectidae,   Bothidae,   Cynoglossidae,   Soleidae,   Scophthalmidae   y Citharidae)."
"catalogos_fraccionarancelaria295","0304840100","Peces espada (Xiphias gladius)."
"catalogos_fraccionarancelaria296","0304850100","Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)."
"catalogos_fraccionarancelaria297","0304860100","Arenques (Clupea harengus, Clupea pallasii)."
"catalogos_fraccionarancelaria298","0304870100","Atunes  (del  género  Thunnus),  listados  o  bonitos  de  vientre  rayado  (Euthynnus  (Katsuwonus) pelamis)."
"catalogos_fraccionarancelaria299","0304880100","Cazones, demás escualos y rayas (Rajidae)."
"catalogos_fraccionarancelaria300","0304899901","De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
"catalogos_fraccionarancelaria301","0304899902","De anchoas (Engraulis spp.)."
"catalogos_fraccionarancelaria302","0304899999","Los demás."
"catalogos_fraccionarancelaria303","0304910100","Peces espada (Xiphias gladius)."
"catalogos_fraccionarancelaria304","0304920100","Austromerluzas antárticas y austromerluzas negras (merluzas negras, bacalaos de profundidad, nototenias negras) (Dissostichus spp.)."
"catalogos_fraccionarancelaria305","0304930100","Tilapias  (Oreochromis  spp.),  bagres  o  peces  gato  (Pangasius  spp.,  Silurus  spp.,  Clarias  spp., Ictalurus    spp.),    carpas    (Cyprinus    spp.,    Carassius    spp.,    Ctenopharyngodon    idellus, Hypophthalmichthys  spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus,  Catla  catla,  Labeo  spp., Osteochilus  hasselti,  Leptobarbus  hoeveni,  Megalobrama  spp.),  anguilas  (Anguilla  spp.),  percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)."
"catalogos_fraccionarancelaria306","0304940100","Abadejos de Alaska (Theragra chalcogramma)."
"catalogos_fraccionarancelaria307","0304950101","De  merluza  panameña  (Merluccius  angustimanus)  o  merluza  del  Pacífico  Norte  (Merluccius productus)."
"catalogos_fraccionarancelaria308","0304950199","Los demás."
"catalogos_fraccionarancelaria309","0304960100","Cazones y demás escualos."
"catalogos_fraccionarancelaria310","0304970100","Rayas (Rajidae)."
"catalogos_fraccionarancelaria311","0304999901","De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares),  patudos  o  atunes  ojos  grandes  (Thunnus  obesus)  o  bonito  de  vientre  rayado (Euthynnus (Katsuwonus) pelamis)."
"catalogos_fraccionarancelaria312","0304999902","De  salmones  del Pacífico (Oncorhynchus  nerka, Oncorhynchus  gorbuscha,  Oncorhynchus keta, Oncorhynchus  tschawytscha,  Oncorhynchus  kisutch,  Oncorhynchus  masou  y  Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"catalogos_fraccionarancelaria313","0304999903","De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
"catalogos_fraccionarancelaria314","0304999904","De anchoas (Engraulis spp.)."
"catalogos_fraccionarancelaria315","0304999999","Los demás."
"catalogos_fraccionarancelaria316","0305100100","Harina, polvo y ""pellets"" de pescado, aptos para la alimentación humana."
"catalogos_fraccionarancelaria317","0305200100","Hígados, huevas y lechas, de pescado, secos, ahumados, salados o en salmuera."
"catalogos_fraccionarancelaria318","0305310100","Tilapias  (Oreochromis  spp.),  bagres  o  peces  gato  (Pangasius  spp.,  Silurus  spp.,  Clarias  spp., Ictalurus    spp.),    carpas    (Cyprinus    spp.,    Carassius    spp.,    Ctenopharyngodon    idellus, Hypophthalmichthys  spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus,  Catla  catla,  Labeo  spp., Osteochilus  hasselti,  Leptobarbus  hoeveni,  Megalobrama  spp.),  anguilas  (Anguilla  spp.),  percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)."
"catalogos_fraccionarancelaria319","0305320101","De  merluza  panameña  (Merluccius  angustimanus)  o  merluza  del  Pacífico  Norte  (Merluccius productus)."
"catalogos_fraccionarancelaria320","0305320199","Los demás."
"catalogos_fraccionarancelaria321","0305399901","De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares),  patudos  o  atunes  ojos  grandes  (Thunnus  obesus)  o  bonito  de  vientre  rayado (Euthynnus (Katsuwonus) pelamis)."
"catalogos_fraccionarancelaria322","0305399902","De  salmones  del Pacífico (Oncorhynchus  nerka, Oncorhynchus  gorbuscha,  Oncorhynchus keta, Oncorhynchus  tschawytscha,  Oncorhynchus  kisutch,  Oncorhynchus  masou  y  Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"catalogos_fraccionarancelaria323","0305399903","De pez espada (Xiphias gladius)."
"catalogos_fraccionarancelaria324","0305399904","De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
"catalogos_fraccionarancelaria325","0305399905","De anchoas (Engraulis spp.)."
"catalogos_fraccionarancelaria326","0305399999","Los demás."
"catalogos_fraccionarancelaria327","0305410100","Salmones  del  Pacífico  (Oncorhynchus  nerka,  Oncorhynchus  gorbuscha,  Oncorhynchus  keta, Oncorhynchus  tschawytscha,  Oncorhynchus  kisutch,  Oncorhynchus  masou  y  Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"catalogos_fraccionarancelaria328","0305420100","Arenques (Clupea harengus, Clupea pallasii)."
"catalogos_fraccionarancelaria329","0305430100","Truchas  (Salmo  trutta,  Oncorhynchus  mykiss,  Oncorhynchus  clarki,  Oncorhynchus  aguabonita, Oncorhynchus gilae, Oncorhynchus apache y Oncorhynchus chrysogaster)."
"catalogos_fraccionarancelaria330","0305440100","Tilapias  (Oreochromis  spp.),  bagres  o  peces  gato  (Pangasius  spp.,  Silurus  spp.,  Clarias  spp., Ictalurus    spp.),    carpas    (Cyprinus    spp.,    Carassius    spp.,    Ctenopharyngodon    idellus, Hypophthalmichthys  spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus,  Catla  catla,  Labeo  spp., Osteochilus  hasselti,  Leptobarbus  hoeveni,  Megalobrama  spp.),  anguilas  (Anguilla  spp.),  percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)."
"catalogos_fraccionarancelaria331","0305499901","Merluzas   ahumadas,   excepto   lo   comprendido   en   el   número   de   identificación   comercial 0305.49.99.02."
"catalogos_fraccionarancelaria332","0305499902","Merluza   panameña   (Merluccius   angustimanus)   o   merluza   del   Pacífico   Norte   (Merluccius productus)."
"catalogos_fraccionarancelaria333","0305499903","Atún  de  aleta  azul  del  Atlántico  (Thunnus  thynnus),  atún  de  aleta  azul  del  Pacífico  (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares),  patudos  o  atunes  ojos  grandes  (Thunnus  obesus)  o  bonito  de  vientre  rayado (Euthynnus (Katsuwonus) pelamis)."
"catalogos_fraccionarancelaria334","0305499904","Pez espada (Xiphias gladius)."
"catalogos_fraccionarancelaria335","0305499905","Sardina  (Sardina  pilchardus,  Sardinops  spp.),  sardinela  (Sardinella  spp.)  o  espadín  (Sprattus sprattus)."
"catalogos_fraccionarancelaria336","0305499906","Anchoas (Engraulis spp.)."
"catalogos_fraccionarancelaria337","0305499999","Los demás."
"catalogos_fraccionarancelaria338","0305510201","Bacalao de la variedad ""ling""."
"catalogos_fraccionarancelaria339","0305510299","Los demás."
"catalogos_fraccionarancelaria340","0305520100","Tilapias  (Oreochromis  spp.),  bagres  o  peces  gato  (Pangasius  spp.,  Silurus  spp.,  Clarias  spp., Ictalurus    spp.),    carpas    (Cyprinus    spp.,    Carassius    spp.,    Ctenopharyngodon    idellus, Hypophthalmichthys  spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus,  Catla  catla,  Labeo  spp., Osteochilus  hasselti,  Leptobarbus  hoeveni,  Megalobrama  spp.),  anguilas  (Anguilla  spp.),  percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)."
"catalogos_fraccionarancelaria341","0305530100","Pescados de las familias Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae,  Moridae  y  Muraenolepididae,  excepto  los  bacalaos  (Gadus  morhua,  Gadus  ogac, Gadus macrocephalus)."
"catalogos_fraccionarancelaria342","0305540100","Arenques   (Clupea  harengus,   Clupea   pallasii),   anchoas   (Engraulis   spp.),   sardinas   (Sardina pilchardus, Sardinops spp.), sardinelas (Sardinella spp.), espadines (Sprattus sprattus), caballas (Scomber   scombrus,   Scomber   australasicus,   Scomber   japonicus),   caballas   de   la   India (Rastrelliger  spp.),  carites  (Scomberomorus  spp.),  jureles  (Trachurus  spp.),  pámpanos  (Caranx spp.),  cobias  (Rachycentron  canadum),  palometones  plateados  (Pampus  spp.),  papardas  del Pacífico  (Cololabis  saira),  macarelas  (Decapterus  spp.),  capelanes  (Mallotus  villosus),  peces espada (Xiphias gladius), bacoretas orientales (Euthynnus affinis), bonitos (Sarda spp.), agujas, marlines, peces vela o picudos (Istiophoridae)."
"catalogos_fraccionarancelaria343","0305599901","Merluzas, excepto lo comprendido en el número de identificación comercial 0305.59.99.02."
"catalogos_fraccionarancelaria344","0305599902","Merluza   panameña   (Merluccius   angustimanus)   o   merluza   del   Pacífico   Norte   (Merluccius productus)."
"catalogos_fraccionarancelaria345","0305599903","Atún  de  aleta  azul  del  Atlántico  (Thunnus  thynnus),  atún  de  aleta  azul  del  Pacífico  (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares),  patudos  o  atunes  ojos  grandes  (Thunnus  obesus)  o  bonito  de  vientre  rayado (Euthynnus (Katsuwonus) pelamis)."
"catalogos_fraccionarancelaria346","0305599904","Salmones  del  Pacífico  (Oncorhynchus  nerka,  Oncorhynchus  gorbuscha,  Oncorhynchus  keta, Oncorhynchus  tschawytscha,  Oncorhynchus  kisutch,  Oncorhynchus  masou  y  Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"catalogos_fraccionarancelaria347","0305599905","Pez espada (Xiphias gladius)."
"catalogos_fraccionarancelaria348","0305599906","Sardina  (Sardina  pilchardus,  Sardinops  spp.),  sardinela  (Sardinella  spp.)  o  espadín  (Sprattus sprattus)."
"catalogos_fraccionarancelaria349","0305599907","Anchoas   (Engraulis   spp.),   excepto   boquerón   bucanero   (Encrasicholina   punctife),   boquerón aduanero (Encrasicholina heteroloba), boquerón bombra (Stolephous commersonii) o boquerón de Andhra (Stolephous andhraensis)."
"catalogos_fraccionarancelaria350","0305599999","Los demás."
"catalogos_fraccionarancelaria351","0305610100","Arenques (Clupea harengus, Clupea pallasii)."
"catalogos_fraccionarancelaria352","0305620100","Bacalaos (Gadus morhua, Gadus ogac, Gadus macrocephalus)."
"catalogos_fraccionarancelaria353","0305630100","Anchoas (Engraulis spp.)."
"catalogos_fraccionarancelaria354","0305640100","Tilapias  (Oreochromis  spp.),  bagres  o  peces  gato  (Pangasius  spp.,  Silurus  spp.,  Clarias  spp., Ictalurus    spp.),    carpas    (Cyprinus    spp.,    Carassius    spp.,    Ctenopharyngodon    idellus, Hypophthalmichthys  spp.,  Cirrhinus  spp.,  Mylopharyngodon  piceus,  Catla  catla,  Labeo  spp., Osteochilus  hasselti,  Leptobarbus  hoeveni,  Megalobrama  spp.),  anguilas  (Anguilla  spp.),  percas del Nilo (Lates niloticus) y peces cabeza de serpiente (Channa spp.)."
"catalogos_fraccionarancelaria355","0305699901","Atún  de  aleta  azul  del  Atlántico  (Thunnus  thynnus),  atún  de  aleta  azul  del  Pacífico  (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares),  patudos  o  atunes  ojos  grandes  (Thunnus  obesus)  o  bonito  de  vientre  rayado (Euthynnus (Katsuwonus) pelamis)."
"catalogos_fraccionarancelaria356","0305699902","Salmones  del  Pacífico  (Oncorhynchus  nerka,  Oncorhynchus  gorbuscha,  Oncorhynchus  keta, Oncorhynchus  tschawytscha,  Oncorhynchus  kisutch,  Oncorhynchus  masou  y  Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"catalogos_fraccionarancelaria357","0305699903","Pez espada (Xiphias gladius)."
"catalogos_fraccionarancelaria358","0305699904","Sardina  (Sardina  pilchardus,  Sardinops  spp.),  sardinela  (Sardinella  spp.)  o  espadín  (Sprattus sprattus)."
"catalogos_fraccionarancelaria359","0305699905","Merluza   panameña   (Merluccius   angustimanus)   o   merluza   del   Pacífico   Norte   (Merluccius productus)."
"catalogos_fraccionarancelaria360","0305699999","Los demás."
"catalogos_fraccionarancelaria361","0305710100","Aletas de tiburón."
"catalogos_fraccionarancelaria362","0305720101","De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares),  patudos  o  atunes  ojos  grandes  (Thunnus  obesus)  o  bonito  de  vientre  rayado (Euthynnus (Katsuwonus) pelamis)."
"catalogos_fraccionarancelaria363","0305720102","De  salmones  del Pacífico (Oncorhynchus  nerka, Oncorhynchus  gorbuscha,  Oncorhynchus keta, Oncorhynchus  tschawytscha,  Oncorhynchus  kisutch,  Oncorhynchus  masou  y  Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"catalogos_fraccionarancelaria364","0305720103","De pez espada (Xiphias gladius)."
"catalogos_fraccionarancelaria365","0305720104","De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
"catalogos_fraccionarancelaria366","0305720105","De anchoas (Engraulis spp.)."
"catalogos_fraccionarancelaria367","0305720106","De  merluza  panameña  (Merluccius  angustimanus)  o  merluza  del  Pacífico  Norte  (Merluccius productus)."
"catalogos_fraccionarancelaria368","0305720199","Las demás."
"catalogos_fraccionarancelaria369","0305799901","De atún de aleta azul del Atlántico (Thunnus thynnus), atún de aleta azul del Pacífico (Thunnus orientalis), atún de aleta azul del Sur (Thunnus maccoyii), atún de aleta amarilla (rabiles) (Thunnus albacares),  patudos  o  atunes  ojos  grandes  (Thunnus  obesus)  o  bonito  de  vientre  rayado (Euthynnus (Katsuwonus) pelamis)."
"catalogos_fraccionarancelaria370","0305799902","De  salmones  del Pacífico (Oncorhynchus  nerka, Oncorhynchus  gorbuscha,  Oncorhynchus keta, Oncorhynchus  tschawytscha,  Oncorhynchus  kisutch,  Oncorhynchus  masou  y  Oncorhynchus rhodurus), salmones del Atlántico (Salmo salar) y salmones del Danubio (Hucho hucho)."
"catalogos_fraccionarancelaria371","0305799903","De pez espada (Xiphias gladius)."
"catalogos_fraccionarancelaria372","0305799904","De sardina (Sardina pilchardus, Sardinops spp.), sardinela (Sardinella spp.) o espadín (Sprattus sprattus)."
"catalogos_fraccionarancelaria373","0305799905","De anchoas (Engraulis spp.)."
"catalogos_fraccionarancelaria374","0305799906","De  merluza  panameña  (Merluccius  angustimanus)  o  merluza  del  Pacífico  Norte  (Merluccius productus)."
"catalogos_fraccionarancelaria375","0305799999","Los demás."
"catalogos_fraccionarancelaria376","0306110100","Langostas (Palinurus spp., Panulirus spp., Jasus spp.)."
"catalogos_fraccionarancelaria377","0306120100","Bogavantes (Homarus spp.)."
"catalogos_fraccionarancelaria378","0306140100","Cangrejos (excepto macruros)."
